glyph_name,ps_name,sort_final,sort_design,USV
fa_virama,uni0CDE0CCD,625,643,0CDE_0CCD
rrvocalicvowel,uni0CE0,626,303,0CE0
llvocalicvowel,uni0CE1,627,304,0CE1
lvocalicmatra,uni0CE2,628,305,0CE2
lvocalicmatra.alt,uni0CE2.alt,629,647,
llvocalicmatra,uni0CE3,630,306,0CE3
llvocalicmatra.alt,uni0CE3.alt,631,648,
zeroknda,uni0CE6,632,307,0CE6
oneknda,uni0CE7,633,308,0CE7
twoknda,uni0CE8,634,309,0CE8
threeknda,uni0CE9,635,310,0CE9
fourknda,uni0CEA,636,311,0CEA
fiveknda,uni0CEB,637,312,0CEB
sixknda,uni0CEC,638,313,0CEC
sevenknda,uni0CED,639,314,0CED
eightknda,uni0CEE,640,315,0CEE
nineknda,uni0CEF,641,316,0CEF
jihvamuliya,uni0CF1,642,317,0CF1
upadhmaniya,uni0CF2,643,318,0CF2
anusvaracomb,uni0CF3,644,319,0CF3
doublesvarita,uni1CDA,645,320,1CDA
vedictonekathakaanudatta,uni1CDC,646,321,1CDC
vedictonedotbelow,uni1CDD,647,322,1CDD
vedictonetwodotsbelow,uni1CDE,648,323,1CDE
vedictonethreedotsbelow,uni1CDF,649,324,1CDF
vedicsignjihvamuliya,uni1CF5,650,325,1CF5
enquad,uni2000,651,326,2000
emquad,uni2001,652,327,2001
enspace,uni2002,653,328,2002
emspace,uni2003,654,329,2003
threeperemspace,uni2004,655,330,2004
fourperemspace,uni2005,656,331,2005
sixperemspace,uni2006,657,332,2006
figurespace,uni2007,658,333,2007
punctuationspace,uni2008,659,334,2008
thinspace,uni2009,660,335,2009
hairspace,uni200A,661,336,200A
zwsp,uni200B,662,337,200B
zwnj,uni200C,663,338,200C
zwj,uni200D,664,339,200D
hyphentwo,uni2010,665,340,2010
nbhyphen,uni2011,666,341,2011
figuredash,figuredash,667,342,2012
endash,endash,668,343,2013
emdash,emdash,669,344,2014
horizontalbar,uni2015,670,345,2015
quoteleft,quoteleft,671,346,2018
quoteleft.latn,quoteleft.latn,672,723,
quoteright,quoteright,673,347,2019
quoteright.latn,quoteright.latn,674,724,
quotesinglbase,quotesinglbase,675,348,201A
quotedblleft,quotedblleft,676,349,201C
quotedblleft.latn,quotedblleft.latn,677,725,
quotedblright,quotedblright,678,350,201D
quotedblright.latn,quotedblright.latn,679,726,
quotedblbase,quotedblbase,680,351,201E
dagger,dagger,681,352,2020
daggerdbl,daggerdbl,682,353,2021
bullet,bullet,683,354,2022
ellipsis,ellipsis,684,355,2026
hyphenationpoint,uni2027,685,356,2027
lineseparator,uni2028,686,357,2028
paragraphseparator,uni2029,687,358,2029
nnbspace,uni202F,688,359,202F
perthousand,perthousand,689,360,2030
guilsinglleft,guilsinglleft,690,361,2039
guilsinglright,guilsinglright,691,362,203A
fraction,fraction,692,363,2044
wj,uni2060,693,364,2060
zerosuperior,uni2070,694,365,2070
foursuperior,uni2074,695,366,2074
fivesuperior,uni2075,696,367,2075
sixsuperior,uni2076,697,368,2076
sevensuperior,uni2077,698,369,2077
eightsuperior,uni2078,699,370,2078
ninesuperior,uni2079,700,371,2079
hyphensuperior,uni207B,701,372,207B
parenleftsuperior,uni207D,702,373,207D
parenrightsuperior,uni207E,703,374,207E
rupee,uni20A8,704,375,20A8
Euro,Euro,705,376,20AC
inrupee,uni20B9,706,377,20B9
trademark,trademark,707,378,2122
Ohm,Omega,708,379,2126
partialdiff,partialdiff,709,380,2202
Delta,Delta,710,381,2206
product,product,711,382,220F
summation,summation,712,383,2211
minus,minus,713,384,2212
divisionslash,uni2215,714,385,2215
bulletoperator,uni2219,715,386,2219
radical,radical,716,387,221A
infinity,infinity,717,388,221E
integral,integral,718,389,222B
approxequal,approxequal,719,390,2248
notequal,notequal,720,391,2260
lessequal,lessequal,721,392,2264
greaterequal,greaterequal,722,393,2265
ceilingleft,uni2308,723,394,2308
ceilingright,uni2309,724,395,2309
floorleft,uni230A,725,396,230A
floorright,uni230B,726,397,230B
cornerlefttop,uni231C,727,398,231C
cornerrighttop,uni231D,728,399,231D
cornerleftbottom,uni231E,729,400,231E
cornerrightbottom,uni231F,730,401,231F
openbox,uni2423,731,402,2423
lozenge,lozenge,732,403,25CA
dottedcircle,uni25CC,733,404,25CC
dottedcircle.alt,uni25CC.alt,734,649,
halfbracketlefttop,uni2E22,735,405,2E22
halfbracketrighttop,uni2E23,736,406,2E23
halfbracketleftbottom,uni2E24,737,407,2E24
halfbracketrightbottom,uni2E25,738,408,2E25
sidebearingleft,uniF130,739,409,F130
sidebearingright,uniF131,740,410,F131
fi,uniFB01,741,411,FB01
fl,uniFB02,742,412,FB02
VS1,uniFE00,743,413,FE00
VS2,uniFE01,744,414,FE01
VS3,uniFE02,745,415,FE02
VS4,uniFE03,746,416,FE03
VS5,uniFE04,747,417,FE04
VS6,uniFE05,748,418,FE05
VS7,uniFE06,749,419,FE06
VS8,uniFE07,750,420,FE07
VS9,uniFE08,751,421,FE08
VS10,uniFE09,752,422,FE09
VS11,uniFE0A,753,423,FE0A
VS12,uniFE0B,754,424,FE0B
VS13,uniFE0C,755,425,FE0C
VS14,uniFE0D,756,426,FE0D
VS15,uniFE0E,757,427,FE0E
VS16,uniFE0F,758,428,FE0F
zwnbsp,uniFEFF,759,429,FEFF
objectReplacementCharacter,uniFFFC,760,430,FFFC
replacementCharacter,uniFFFD,761,431,FFFD
GrCapPi,GrCapPi,762,432,
LtnCapEsh,LtnCapEsh,763,433,
ModBeginHighTn,ModBeginHighTn,764,434,
ModBeginLowTn,ModBeginLowTn,765,435,
ModEndHighTn,ModEndHighTn,766,436,
ModEndLowTn,ModEndLowTn,767,437,
_inherent,_inherent,768,438,
_widebase,_widebase,769,439,
_xmatra,_xmatra,770,440,
shortrr,shortrr,771,441,
